birth_cohort,education,labor_exp_age45,first_migration_age,total_trips,legal_status,latest_us_occupation,accumulated_us_experience,mean_proportion_low_income,occ_age25,occ_age45,label
1961,6.0,34.0,39.0,1,WD,Manual,12.0,0.260623064792692,MLQ,MLQ,no_movement
1963,6.0,26.0,25.0,1,WD,Other,36.0,0.260623064792692,NMLQ,N/A,undetermined
1970,9.0,20.0,31.0,1,WD,Manual,12.0,0.260623064792692,MLQ,N/A,undetermined
1971,12.0,19.75,17.0,2,WD,Agrarian,18.0,0.260623064792692,MLQ,N/A,undetermined
1983,9.0,11.5,16.0,3,WD,Manual,66.0,0.260623064792692,N/A,N/A,undetermined
1961,8.0,30.5,30.0,1,WD,Other,6.0,0.260623064792692,MLQ,MHQ,upward
1963,3.0,19.916666666666668,26.0,1,WD,Manual,12.0,0.260623064792692,MHQ,N/A,undetermined
1939,6.0,30.0,18.0,1,WD,Agrarian,24.0,0.260623064792692,MLQ,N/A,undetermined
1932,5.0,27.333333333333332,32.0,1,WOD,Agrarian,4.0,0.260623064792692,MLQ,MHQ,upward
1976,9.0,16.0,15.0,1,WD,Other,96.0,0.260623064792692,MHQ,N/A,undetermined
1973,9.0,19.0,21.0,1,WD,Manual,84.0,0.260623064792692,N/A,N/A,undetermined
1950,9.0,34.0,37.0,1,WD,Agrarian,12.0,0.260623064792692,MLQ,MHQ,upward
1966,9.0,22.5,30.0,1,WOD,Other,18.0,0.260623064792692,MHQ,N/A,undetermined
1970,9.0,21.416666666666668,25.0,1,WD,Other,24.0,0.260623064792692,NMLQ,N/A,undetermined
1927,2.0,32.333333333333336,27.0,2,WOD,Agrarian,4.0,0.260623064792692,MLQ,MLQ,no_movement
1984,12.0,6.0,17.0,1,WD,Manual,12.0,0.260623064792692,N/A,N/A,undetermined
1968,9.0,24.0,32.0,1,WD,Other,12.0,0.260623064792692,MLQ,N/A,undetermined
1965,9.0,24.0,37.0,1,WD,Other,24.0,0.260623064792692,MHQ,N/A,undetermined
1951,0.0,33.5,45.0,2,WD,Manual,14.0,0.260623064792692,MLQ,MHQ,upward
1967,12.0,23.833333333333332,25.0,2,WOD,Agrarian,10.0,0.260623064792692,MHQ,N/A,undetermined
1939,0.0,31.916666666666668,21.0,3,WOD,Agrarian,11.0,0.260623064792692,MLQ,MHQ,upward
1972,4.0,23.0,30.0,1,WD,Manual,36.0,0.260623064792692,MLQ,N/A,undetermined
1952,6.0,27.666666666666668,43.0,4,WD,Agrarian,72.0,0.260623064792692,MLQ,MLQ,no_movement
1969,12.0,20.0,23.0,1,WD,Manual,120.0,0.260623064792692,MHQ,N/A,undetermined
1972,6.0,19.916666666666668,19.0,1,WOD,Agrarian,5.0,0.260623064792692,MHQ,N/A,undetermined
1961,12.0,28.25,35.0,1,WOD,Agrarian,3.0,0.260623064792692,MLQ,MLQ,no_movement
1963,12.0,26.0,35.0,1,WD,Other,24.0,0.260623064792692,MHQ,N/A,undetermined
1948,6.0,32.0,54.0,1,WD,Manual,30.0,0.30082327966224726,MHQ,MLQ,downward
1970,6.0,24.5,33.0,1,WD,Agrarian,6.0,0.30082327966224726,MLQ,N/A,undetermined
1973,12.0,18.916666666666668,28.0,3,WOD,Agrarian,15.0,0.30082327966224726,MLQ,N/A,undetermined
1959,9.0,32.0,43.0,1,WD,Manual,60.0,0.30082327966224726,NMLQ,MHQ,downward
1933,10.0,22.583333333333332,17.0,12,WD,Agrarian,84.0,0.30082327966224726,MLQ,NMLQ,upward
1977,9.0,18.0,27.0,1,WD,Manual,36.0,0.30082327966224726,MLQ,N/A,undetermined
1976,9.0,17.0,26.0,1,WD,Agrarian,24.0,0.30082327966224726,MHQ,N/A,undetermined
1978,3.0,17.0,25.0,1,WD,Other,48.0,0.30082327966224726,NMLQ,N/A,undetermined
1967,6.0,22.0,37.0,1,WD,Agrarian,36.0,0.30082327966224726,MLQ,N/A,undetermined
1968,6.0,22.416666666666668,23.0,5,WD,Agrarian,32.0,0.1504288764156413,MLQ,N/A,undetermined
1949,3.0,30.0,56.0,1,WD,Other,3.0,0.1504288764156413,MLQ,MLQ,no_movement
1970,9.0,21.333333333333332,17.0,4,WD,Manual,136.0,0.1504288764156413,MHQ,N/A,undetermined
1965,9.0,27.0,31.0,1,WD,Manual,42.0,0.1504288764156413,MLQ,N/A,undetermined
1965,9.0,30.0,23.0,1,WD,Manual,228.0,0.1504288764156413,MHQ,N/A,undetermined
1964,5.0,28.0,29.0,4,WD,Agrarian,132.0,0.1504288764156413,MLQ,N/A,undetermined
1962,9.0,25.166666666666668,29.0,1,WD,Manual,36.0,0.1504288764156413,MLQ,N/A,undetermined
1962,9.0,33.0,38.0,1,WD,Agrarian,12.0,0.1504288764156413,MLQ,N/A,undetermined
1966,6.0,28.666666666666668,37.0,2,WD,Manual,32.0,0.1504288764156413,MLQ,N/A,undetermined
1975,6.0,20.0,18.0,2,WD,Agrarian,144.0,0.1504288764156413,MHQ,N/A,undetermined
1973,3.0,18.0,19.0,1,WD,Manual,36.0,0.1504288764156413,MLQ,N/A,undetermined
1972,12.0,17.666666666666668,18.0,1,WD,Manual,8.0,0.1504288764156413,NMLQ,N/A,undetermined
1954,2.0,34.0,46.0,1,WD,Agrarian,10.0,0.1504288764156413,MLQ,MLQ,no_movement
1959,9.0,32.0,28.0,1,WD,Manual,24.0,0.1504288764156413,MLQ,NMLQ,upward
1957,6.0,32.666666666666664,36.0,4,WD,Agrarian,53.0,0.1504288764156413,MLQ,MLQ,no_movement
1983,9.0,9.0,20.0,1,WD,Agrarian,24.0,0.1504288764156413,N/A,N/A,undetermined
1970,13.0,17.0,20.0,2,WD,Manual,48.0,0.1504288764156413,NMHQ,N/A,undetermined
1964,12.0,27.0,30.0,1,WD,Agrarian,132.0,0.1504288764156413,MHQ,N/A,undetermined
1969,3.0,25.666666666666668,31.0,1,WD,Agrarian,8.0,0.1504288764156413,MLQ,N/A,undetermined
1966,9.0,25.0,31.0,1,WD,Agrarian,24.0,0.1504288764156413,MHQ,N/A,undetermined
1925,3.0,32.166666666666664,33.0,2,WOD,Agrarian,4.0,0.1504288764156413,MLQ,MLQ,no_movement
1972,9.0,19.0,19.0,1,WD,Other,12.0,0.1504288764156413,MHQ,N/A,undetermined
1959,8.0,27.916666666666668,45.0,1,WOD,Agrarian,2.0,0.1504288764156413,MLQ,MLQ,no_movement
1968,9.0,15.416666666666666,26.0,1,WD,Manual,24.0,0.1504288764156413,MHQ,N/A,undetermined
1939,4.0,33.25,22.0,1,WOD,Agrarian,3.0,0.1504288764156413,MLQ,MLQ,no_movement
1965,11.0,24.0,33.0,1,WD,Agrarian,24.0,0.1504288764156413,MLQ,N/A,undetermined
1939,6.0,33.333333333333336,25.0,1,WOD,Agrarian,4.0,0.1504288764156413,MLQ,MLQ,no_movement
1925,0.0,33.25,25.0,3,WOD,Agrarian,39.0,0.1504288764156413,MLQ,MLQ,no_movement
1939,3.0,34.0,20.0,6,WOD,Agrarian,84.0,0.1504288764156413,MLQ,MLQ,no_movement
1967,6.0,26.25,33.0,2,WD,Agrarian,42.0,0.1504288764156413,MLQ,N/A,undetermined
1962,7.0,32.583333333333336,19.0,1,WD,Agrarian,7.0,0.1387416105495991,MHQ,MLQ,downward
1968,9.0,22.0,18.0,1,WD,Other,120.0,0.1387416105495991,NMLQ,N/A,undetermined
1960,2.0,32.5,20.0,3,WD,Agrarian,30.0,0.1387416105495991,MLQ,MLQ,no_movement
1952,6.0,33.0,46.0,1,WD,Agrarian,84.0,0.1387416105495991,MLQ,MLQ,no_movement
1979,9.0,16.0,21.0,1,WD,Other,36.0,0.1387416105495991,MLQ,N/A,undetermined
1974,6.0,21.0,22.0,1,WD,Manual,48.0,0.1387416105495991,MHQ,N/A,undetermined
1973,9.0,17.0,24.0,2,WD,Other,36.0,0.1387416105495991,MLQ,N/A,undetermined
1977,9.0,17.0,23.0,2,WD,Other,42.0,0.1387416105495991,MLQ,N/A,undetermined
1978,6.0,17.0,25.0,1,WD,Agrarian,36.0,0.1387416105495991,MLQ,N/A,undetermined
1962,6.0,28.0,34.0,1,WD,Agrarian,12.0,0.1387416105495991,MLQ,MLQ,no_movement
1966,12.0,28.0,34.0,1,WD,Other,36.0,0.1387416105495991,NMLQ,N/A,undetermined
1971,12.0,19.0,30.0,2,WD,Manual,36.0,0.1387416105495991,MLQ,N/A,undetermined
1959,17.0,31.0,36.0,1,WD,Other,24.0,0.1387416105495991,MLQ,NMHQ,upward
1939,6.0,33.0,20.0,2,WOD,Agrarian,24.0,0.1387416105495991,MLQ,MLQ,no_movement
1969,9.0,26.0,18.0,2,WD,Manual,96.0,0.1387416105495991,MHQ,N/A,undetermined
1923,2.0,33.0,42.0,3,WOD,Agrarian,48.0,0.1387416105495991,MLQ,MLQ,no_movement
1967,9.0,28.0,34.0,1,WD,Manual,24.0,0.1387416105495991,MLQ,N/A,undetermined
1971,8.0,24.0,20.0,1,WD,Agrarian,12.0,0.1387416105495991,MLQ,N/A,undetermined
1972,10.0,17.0,19.0,1,WD,Manual,24.0,0.1387416105495991,NMHQ,N/A,undetermined
1965,12.0,30.0,20.0,2,WD,Other,36.0,0.1387416105495991,MLQ,N/A,undetermined
1967,4.0,28.0,31.0,1,WD,Other,24.0,0.1387416105495991,MLQ,N/A,undetermined
1966,6.0,27.0,25.0,2,WD,Manual,168.0,0.1387416105495991,MHQ,N/A,undetermined
1972,9.0,23.0,30.0,1,WD,Manual,24.0,0.1387416105495991,MLQ,N/A,undetermined
1909,12.0,28.0,71.0,2,WOD,Other,288.0,0.1387416105495991,NMHQ,NMHQ,no_movement
1965,9.0,28.0,37.0,1,WD,Agrarian,36.0,0.1387416105495991,MLQ,N/A,undetermined
1981,10.0,11.5,18.0,1,WD,Agrarian,96.0,0.1387416105495991,MLQ,N/A,undetermined
1979,12.0,11.0,26.0,1,WD,Manual,36.0,0.1387416105495991,MLQ,N/A,undetermined
1951,6.0,31.0,26.0,1,WD,Manual,132.0,0.1387416105495991,MLQ,MLQ,no_movement
1958,6.0,30.416666666666668,39.0,1,WD,Manual,17.0,0.1387416105495991,MLQ,NMLQ,upward
1981,6.0,14.0,20.0,2,WOD,Other,60.0,0.1387416105495991,NMLQ,N/A,undetermined
1956,2.0,32.25,43.0,1,WD,Manual,3.0,0.1387416105495991,MLQ,MLQ,no_movement
1970,12.0,25.0,18.0,1,WD,Manual,24.0,0.17131792144595415,MLQ,N/A,undetermined
1968,6.0,24.833333333333332,27.0,2,WD,Manual,22.0,0.17131792144595415,MLQ,N/A,undetermined
1971,12.0,19.5,29.0,1,WOD,Manual,6.0,0.17131792144595415,NMLQ,N/A,undetermined
1973,9.0,19.5,25.0,1,WD,Manual,6.0,0.17131792144595415,MHQ,N/A,undetermined
1942,2.0,32.083333333333336,19.0,1,WOD,Agrarian,1.0,0.17131792144595415,MLQ,MLQ,no_movement
1971,9.0,19.416666666666668,28.0,3,WD,Manual,77.0,0.17131792144595415,NMHQ,N/A,undetermined
1917,6.0,32.5,37.0,1,WOD,Agrarian,6.0,0.17131792144595415,MLQ,MLQ,no_movement
1973,12.0,18.0,21.0,1,WD,Manual,72.0,0.17131792144595415,MHQ,N/A,undetermined
1970,12.0,25.0,20.0,3,WD,Manual,96.0,0.17131792144595415,NMHQ,N/A,undetermined
1979,9.0,13.0,21.0,1,WD,Manual,96.0,0.17131792144595415,MLQ,N/A,undetermined
1964,7.0,26.0,21.0,1,WD,Manual,24.0,0.17131792144595415,MLQ,N/A,undetermined
1975,12.0,14.0,21.0,1,WD,Other,24.0,0.17131792144595415,MHQ,N/A,undetermined
1960,17.0,33.0,35.0,2,WD,Manual,36.0,0.17131792144595415,MLQ,MHQ,upward
1973,9.0,15.0,33.0,1,WD,Manual,24.0,0.17131792144595415,MHQ,N/A,undetermined
1949,1.0,30.0,50.0,1,WD,Manual,84.0,0.17131792144595415,MLQ,MLQ,no_movement
1961,9.0,32.5,37.0,1,WD,Manual,6.0,0.17131792144595415,MLQ,Unemployed,downward
1970,6.0,23.333333333333332,22.0,4,WD,Other,62.0,0.17131792144595415,NMLQ,N/A,undetermined
1968,6.0,26.25,22.0,1,WD,Other,24.0,0.17131792144595415,MLQ,N/A,undetermined
1965,6.0,30.0,35.0,3,WD,Manual,48.0,0.17131792144595415,MLQ,N/A,undetermined
1980,9.0,14.0,18.0,1,WD,Other,48.0,0.17131792144595415,MLQ,N/A,undetermined
1958,6.0,33.0,42.0,3,WD,Other,42.0,0.17131792144595415,MLQ,MLQ,no_movement
1960,12.0,32.666666666666664,42.0,1,WD,Agrarian,8.0,0.17131792144595415,MLQ,MLQ,no_movement
1948,2.0,33.0,15.0,1,WD,Manual,12.0,0.17131792144595415,MLQ,MLQ,no_movement
1940,0.0,33.0,34.0,1,WD,Agrarian,60.0,0.15681117656479077,MLQ,NMHQ,upward
1942,0.0,31.0,20.0,3,WD,Other,36.0,0.15681117656479077,MLQ,MLQ,no_movement
1931,6.0,32.0,20.0,2,WOD,Agrarian,24.0,0.15681117656479077,MLQ,MLQ,no_movement
1950,6.0,32.5,33.0,1,WD,Agrarian,6.0,0.15681117656479077,MHQ,MLQ,downward
1957,6.0,31.0,27.0,5,WD,Other,168.0,0.15681117656479077,MLQ,NMLQ,upward
1913,6.0,31.25,34.0,1,WOD,Agrarian,3.0,0.15681117656479077,MLQ,MLQ,no_movement
1973,9.0,21.0,23.0,2,WD,Other,42.0,0.15681117656479077,MLQ,N/A,undetermined
1948,6.0,19.0,22.0,30,WOD,Agrarian,180.0,0.15681117656479077,MLQ,MLQ,no_movement
1965,12.0,20.5,23.0,2,WD,Manual,18.0,0.15681117656479077,MLQ,N/A,undetermined
1966,17.0,26.5,33.0,1,WOD,Manual,6.0,0.15681117656479077,MHQ,N/A,undetermined
1976,9.0,15.0,23.0,1,WD,Other,12.0,0.15681117656479077,MLQ,N/A,undetermined
1969,12.0,26.0,24.0,2,WD,Manual,24.0,0.15681117656479077,MLQ,N/A,undetermined
1940,6.0,31.5,38.0,2,WD,Manual,24.0,0.15681117656479077,MHQ,NMHQ,upward
1967,9.0,29.0,33.0,1,WD,Manual,12.0,0.15681117656479077,MHQ,N/A,undetermined
1947,6.0,27.416666666666668,33.0,1,WD,Other,5.0,0.15681117656479077,MLQ,MLQ,no_movement
1951,6.0,33.0,22.0,1,WD,Manual,108.0,0.15681117656479077,MHQ,MLQ,downward
1956,9.0,30.0,49.0,1,WD,Manual,36.0,0.15681117656479077,MHQ,MLQ,downward
1932,1.0,33.0,30.0,2,WOD,Agrarian,24.0,0.15681117656479077,MLQ,MLQ,no_movement
1968,18.0,20.0,21.0,1,WD,Manual,12.0,0.15681117656479077,NMLQ,N/A,undetermined
1948,9.0,32.0,53.0,1,WD,Other,84.0,0.15681117656479077,MLQ,MLQ,no_movement
1985,10.0,8.0,18.0,1,WD,Manual,24.0,0.15681117656479077,N/A,N/A,undetermined
1959,6.0,31.0,20.0,1,WD,Manual,120.0,0.15681117656479077,MHQ,NMHQ,upward
1963,4.0,32.0,23.0,1,WD,Other,12.0,0.15681117656479077,MLQ,N/A,undetermined
1944,3.0,33.0,53.0,1,WD,Other,24.0,0.15681117656479077,MLQ,MLQ,no_movement
1965,16.0,28.0,19.0,1,WOD,Manual,84.0,0.15681117656479077,MLQ,N/A,undetermined
1944,3.0,20.0,53.0,1,WD,Other,6.0,0.15681117656479077,N/A,MLQ,undetermined
1973,9.0,20.0,25.0,1,WD,Manual,24.0,0.15681117656479077,MHQ,N/A,undetermined
1953,6.0,23.0,51.0,1,WD,Manual,48.0,0.15681117656479077,MLQ,MLQ,no_movement
1955,9.0,33.0,38.0,1,WD,Other,180.0,0.15681117656479077,NMHQ,NMLQ,downward
1968,6.0,24.916666666666668,33.0,2,WD,Manual,53.0,0.15681117656479077,MLQ,N/A,undetermined
1936,3.0,26.083333333333332,27.0,6,WOD,Manual,170.0,0.15681117656479077,NMLQ,NMLQ,no_movement
1961,6.0,32.416666666666664,29.0,1,WD,Manual,5.0,0.15681117656479077,MHQ,NMLQ,upward
1956,6.0,32.5,24.0,1,WD,Manual,42.0,0.15681117656479077,MHQ,MLQ,downward
1957,17.0,31.5,34.0,1,WOD,Manual,6.0,0.15681117656479077,Unemployed,NMHQ,upward
1943,3.0,23.0,29.0,1,WOD,Manual,12.0,0.15681117656479077,MLQ,MLQ,no_movement
1957,13.0,33.0,18.0,2,WD,Other,144.0,0.15681117656479077,NMLQ,MLQ,downward
1958,6.0,33.0,25.0,1,WD,Other,12.0,0.15681117656479077,NMLQ,MLQ,downward
1954,6.0,33.0,38.0,1,WD,Other,96.0,0.15681117656479077,NMLQ,MHQ,downward
1974,16.0,20.666666666666668,21.0,1,WD,Other,8.0,0.15681117656479077,MLQ,N/A,undetermined
1963,17.0,30.75,26.0,2,WD,Other,21.0,0.15681117656479077,MLQ,N/A,undetermined
1970,9.0,24.25,16.0,2,WOD,Manual,15.0,0.15681117656479077,MLQ,N/A,undetermined
1952,9.0,21.5,24.0,1,WD,Other,6.0,0.15681117656479077,MLQ,NMHQ,upward
1949,6.0,32.416666666666664,18.0,4,WD,Agrarian,41.0,0.15681117656479077,MLQ,MLQ,no_movement
1938,3.0,32.25,21.0,1,WOD,Agrarian,3.0,0.15681117656479077,MLQ,MLQ,no_movement
1971,9.0,21.583333333333332,18.0,1,WD,Manual,7.0,0.15681117656479077,NMLQ,N/A,undetermined
1963,9.0,32.0,33.0,3,WD,Manual,36.0,0.15681117656479077,MLQ,N/A,undetermined
1963,16.0,31.333333333333332,26.0,2,WD,Other,28.0,0.15681117656479077,NMHQ,N/A,undetermined
1956,4.0,33.0,24.0,1,WD,Agrarian,12.0,0.15681117656479077,MLQ,MLQ,no_movement
1974,9.0,21.0,22.0,1,WD,Manual,48.0,0.15681117656479077,MHQ,N/A,undetermined
1959,12.0,33.0,42.0,1,WD,Manual,24.0,0.15681117656479077,MLQ,MLQ,no_movement
1934,0.0,30.0,53.0,2,WOD,Other,19.0,0.15681117656479077,Unemployed,Unemployed,no_movement
1971,9.0,22.5,18.0,2,WD,Other,192.0,0.15681117656479077,NMLQ,N/A,undetermined
1936,3.0,33.0,21.0,1,WOD,Agrarian,12.0,0.15681117656479077,MLQ,MLQ,no_movement
1957,9.0,31.0,22.0,2,WD,Manual,36.0,0.15681117656479077,MLQ,MLQ,no_movement
1937,2.0,32.666666666666664,20.0,1,WOD,Agrarian,8.0,0.15681117656479077,MLQ,MLQ,no_movement
1964,12.0,31.0,21.0,2,WOD,Manual,168.0,0.15681117656479077,NMHQ,N/A,undetermined
1922,0.0,30.666666666666668,29.0,4,WOD,Agrarian,20.0,0.15681117656479077,MLQ,MLQ,no_movement
1961,17.0,28.0,25.0,1,WD,Manual,96.0,0.15681117656479077,MHQ,NMHQ,upward
1962,6.0,32.416666666666664,32.0,2,WD,Manual,29.0,0.15681117656479077,MLQ,MLQ,no_movement
1954,6.0,31.583333333333332,34.0,5,WD,Other,136.0,0.15681117656479077,NMLQ,MLQ,downward
1976,6.0,17.0,15.0,1,WD,Manual,120.0,0.15681117656479077,MLQ,N/A,undetermined
1977,17.0,18.0,23.0,1,WD,Other,12.0,0.15681117656479077,NMHQ,N/A,undetermined
1941,3.0,31.0,20.0,1,WOD,Agrarian,12.0,0.15681117656479077,MLQ,MLQ,no_movement
1979,8.0,11.0,18.0,1,WD,Manual,24.0,0.15681117656479077,MLQ,N/A,undetermined
1973,7.0,20.0,23.0,2,WD,Manual,36.0,0.15681117656479077,NMLQ,N/A,undetermined
1966,9.0,29.0,34.0,1,WD,Manual,12.0,0.15681117656479077,NMHQ,N/A,undetermined
1971,12.0,17.583333333333332,28.0,1,WD,Manual,12.0,0.15681117656479077,NMHQ,N/A,undetermined
1969,9.0,21.5,17.0,4,WOD,Manual,138.0,0.15681117656479077,MLQ,N/A,undetermined
1933,9.0,28.0,63.0,1,WD,Other,12.0,0.3660537323416527,MHQ,MHQ,no_movement
1960,8.0,29.0,32.0,1,WOD,Manual,24.0,0.3660537323416527,MLQ,NMHQ,upward
1963,15.0,29.0,43.0,1,WD,Manual,24.0,0.3660537323416527,NMLQ,N/A,undetermined
1959,4.0,24.0,27.0,1,WOD,Manual,264.0,0.3660537323416527,NMLQ,MHQ,downward
1958,11.0,26.0,48.0,1,WD,Manual,24.0,0.3660537323416527,MHQ,MHQ,no_movement
1976,6.0,19.0,25.0,1,WD,Agrarian,24.0,0.3660537323416527,MLQ,N/A,undetermined
1959,12.0,27.0,26.0,1,WOD,Manual,24.0,0.3660537323416527,MHQ,MHQ,no_movement
1963,17.0,26.0,19.0,2,WOD,Manual,60.0,0.3660537323416527,Unemployed,N/A,undetermined
1950,3.0,33.0,41.0,1,WD,Manual,60.0,0.3660537323416527,N/A,MHQ,undetermined
1952,9.0,33.0,25.0,2,WD,Manual,36.0,0.3660537323416527,MHQ,NMLQ,upward
1951,4.0,31.0,39.0,2,WD,Manual,48.0,0.3660537323416527,NMLQ,NMHQ,upward
1974,9.0,15.416666666666666,21.0,1,WD,Manual,60.0,0.3660537323416527,MHQ,N/A,undetermined
1950,17.0,31.416666666666668,32.0,2,WOD,Agrarian,5.0,0.3660537323416527,NMHQ,NMHQ,no_movement
1944,12.0,32.25,21.0,1,WOD,Manual,3.0,0.3660537323416527,NMHQ,NMHQ,no_movement
1966,12.0,28.0,31.0,1,WD,Manual,12.0,0.3660537323416527,MHQ,N/A,undetermined
1960,12.0,31.0,35.0,1,WD,Manual,48.0,0.3660537323416527,MHQ,NMHQ,upward
1924,12.0,33.0,19.0,1,WOD,Agrarian,24.0,0.3660537323416527,MLQ,MLQ,no_movement
1949,3.0,32.166666666666664,31.0,2,WD,Manual,170.0,0.3660537323416527,MLQ,MLQ,no_movement
1966,12.0,23.0,19.0,2,WOD,Manual,96.0,0.3660537323416527,MHQ,N/A,undetermined
1973,12.0,14.0,22.0,3,WD,Manual,72.0,0.3660537323416527,MLQ,N/A,undetermined
1962,12.0,30.0,36.0,2,WD,Other,108.0,0.3660537323416527,MHQ,NMLQ,upward
1984,12.0,6.0,18.0,1,WOD,Manual,48.0,0.18128083913880955,N/A,N/A,undetermined
1963,9.0,32.0,21.0,1,WD,Other,60.0,0.18128083913880955,NMLQ,N/A,undetermined
1957,2.0,33.0,23.0,1,WD,Manual,336.0,0.18128083913880955,MLQ,MLQ,no_movement
1973,12.0,22.0,16.0,2,WD,Manual,216.0,0.18128083913880955,MHQ,N/A,undetermined
1979,12.0,12.0,17.0,1,WD,Manual,84.0,0.18128083913880955,MLQ,N/A,undetermined
1979,9.0,16.0,22.0,1,WD,Manual,36.0,0.18128083913880955,MLQ,N/A,undetermined
1952,6.0,33.0,38.0,2,WD,Agrarian,84.0,0.18128083913880955,MLQ,MLQ,no_movement
1977,6.0,18.0,17.0,1,WD,Manual,84.0,0.18128083913880955,MLQ,N/A,undetermined
1946,2.0,33.0,49.0,2,WD,Agrarian,96.0,0.18128083913880955,MLQ,MLQ,no_movement
1967,9.0,28.416666666666668,35.0,2,WD,Manual,36.0,0.18128083913880955,MLQ,N/A,undetermined
1954,9.0,31.666666666666668,22.0,4,WD,Other,63.0,0.18128083913880955,MLQ,MLQ,no_movement
1963,6.0,33.166666666666664,23.0,3,WD,Agrarian,14.0,0.18128083913880955,MLQ,N/A,undetermined
1961,1.0,34.0,28.0,2,WD,Manual,84.0,0.18128083913880955,MLQ,NMLQ,upward
1951,0.0,35.166666666666664,37.0,3,WD,Manual,26.0,0.18128083913880955,MHQ,MLQ,downward
1957,2.0,34.0,49.0,1,WD,Manual,4.0,0.18128083913880955,MLQ,MLQ,no_movement
1970,6.0,25.0,24.0,3,WD,Manual,48.0,0.18128083913880955,MLQ,N/A,undetermined
1971,9.0,20.0,23.0,3,WD,Other,109.0,0.18128083913880955,MHQ,N/A,undetermined
1965,6.0,30.416666666666668,16.0,9,WD,Manual,156.0,0.18128083913880955,MHQ,N/A,undetermined
1968,9.0,28.0,18.0,3,WD,Agrarian,216.0,0.18128083913880955,MLQ,N/A,undetermined
1951,2.0,34.0,41.0,1,WD,Agrarian,12.0,0.18128083913880955,MLQ,MLQ,no_movement
1964,0.0,32.0,39.0,1,WD,Other,60.0,0.18128083913880955,MLQ,N/A,undetermined
1977,8.0,19.0,17.0,2,WD,Agrarian,120.0,0.18128083913880955,MLQ,N/A,undetermined
1969,9.0,20.25,23.0,3,WD,Manual,27.0,0.18128083913880955,MLQ,N/A,undetermined
1960,2.0,32.5,19.0,3,WD,Agrarian,18.0,0.18128083913880955,MLQ,NMHQ,upward
1955,3.0,34.0,50.0,1,WD,Other,36.0,0.18128083913880955,MLQ,MLQ,no_movement
1973,4.0,20.833333333333332,25.0,3,WD,Manual,54.0,0.18128083913880955,MHQ,N/A,undetermined
1973,9.0,22.333333333333332,29.0,1,WD,Manual,4.0,0.18128083913880955,MLQ,N/A,undetermined
1963,12.0,33.0,38.0,1,WD,Other,24.0,0.18128083913880955,MLQ,N/A,undetermined
1979,6.0,16.5,28.0,1,WD,Manual,6.0,0.18128083913880955,MLQ,N/A,undetermined
1957,6.0,33.5,41.0,4,WD,Manual,84.0,0.18128083913880955,MLQ,MHQ,upward
1979,6.0,17.0,18.0,3,WD,Manual,72.0,0.18128083913880955,MHQ,N/A,undetermined
1960,9.0,33.333333333333336,37.0,1,WD,Manual,4.0,0.18128083913880955,NMLQ,NMLQ,no_movement
1974,6.0,22.416666666666668,21.0,3,WD,Manual,17.0,0.3403960457849617,NMHQ,N/A,undetermined
1932,2.0,27.0,18.0,3,WOD,Other,420.0,0.3403960457849617,MLQ,MHQ,upward
1954,6.0,23.833333333333332,22.0,1,WD,Agrarian,4.0,0.3403960457849617,MHQ,MHQ,no_movement
1971,9.0,21.5,21.0,1,WD,Other,6.0,0.3403960457849617,NMHQ,N/A,undetermined
1934,0.0,34.0,40.0,2,WD,Manual,108.0,0.3403960457849617,MLQ,MHQ,upward
1938,6.0,33.083333333333336,25.0,1,WD,Other,1.0,0.3403960457849617,Unemployed,MHQ,upward
1959,3.0,34.0,28.0,1,WD,Agrarian,168.0,0.3403960457849617,MLQ,MLQ,no_movement
1972,6.0,24.0,19.0,1,WD,Manual,144.0,0.3403960457849617,MLQ,N/A,undetermined
1938,2.0,32.5,20.0,4,WD,Other,36.0,0.3403960457849617,MLQ,MLQ,no_movement
1966,6.0,22.25,24.0,5,WD,Manual,156.0,0.3403960457849617,MHQ,N/A,undetermined
1935,3.0,36.0,70.0,2,WOD,Other,5.0,0.3403960457849617,NMHQ,NMHQ,no_movement
1959,17.0,25.25,20.0,2,WOD,Manual,15.0,0.3403960457849617,Unemployed,MHQ,upward
1936,6.0,23.5,21.0,7,WOD,Agrarian,42.0,0.3403960457849617,MLQ,NMHQ,upward
1948,3.0,34.25,17.0,3,WD,Agrarian,15.0,0.3403960457849617,MLQ,NMLQ,upward
1964,6.0,22.333333333333332,19.0,7,WOD,Manual,58.0,0.3403960457849617,MLQ,N/A,undetermined
1927,0.0,28.166666666666668,18.0,3,WD,Agrarian,14.0,0.3403960457849617,MHQ,NMHQ,upward
1937,6.0,31.25,20.0,2,WD,Agrarian,10.0,0.3403960457849617,MLQ,NMHQ,upward
1936,4.0,34.916666666666664,20.0,6,WOD,Other,393.0,0.3403960457849617,MLQ,NMLQ,upward
1953,3.0,28.333333333333332,20.0,2,WD,Agrarian,52.0,0.3403960457849617,MLQ,MLQ,no_movement
1943,4.0,24.916666666666668,22.0,10,WOD,Agrarian,335.0,0.3403960457849617,MLQ,MHQ,upward
1962,6.0,26.0,20.0,2,WD,Other,60.0,0.3403960457849617,NMLQ,MHQ,downward
1965,9.0,24.25,29.0,3,WD,Manual,96.0,0.3403960457849617,MHQ,N/A,undetermined
1962,9.0,34.0,17.0,2,WD,Agrarian,60.0,0.3403960457849617,MLQ,MLQ,no_movement
